model,condition,price,quantity,seller,geographic_region,listing_age,source_url,source_type,bulk_notes,title,canonical_model,match_type,match_score,is_valid_gpu,unknown_reason,match_notes,vram_gb,tdp_w,mig_capable,slots,form_factor,nvlink,generation,cuda_cores,pcie_generation,notes,warnings,quantization_capacity
RTX 5090,New,2932.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5090-vanguard-soc,Shopify_Wamatek,"SKU: 824142403143, Vendor: MSI",MSI RTX 5090 VANGUARD SOC,RTX_5090,regex,0.9,True,,regex: matched pattern 'RTX_5090' on text 'RTX 5090',32.0,575.0,0.0,3.0,Standard,False,Blackwell,21760.0,5.0,,,
RTX 5070 TI,New,920.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5070-ti-16g-inspire-3x-oc,Shopify_Wamatek,"SKU: 824142408469, Vendor: MSI",MSI RTX 5070 TI 16G INSPIRE 3X OC,RTX_5070_TI,regex,0.9,True,,regex: matched pattern 'RTX_5070_TI' on text 'RTX 5070 TI',16.0,300.0,0.0,2.0,Dual-slot,False,Blackwell,8960.0,5.0,,,
GEFORCE GT 710 2GB,New,58.99,Available,Wamatek,USA,Current,https://wamatek.com/products/geforce-gt-710-2gb,Shopify_Wamatek,"SKU: 0824142126905, Vendor: MSI - NVIDIA",GEFORCE GT 710 2GB,GT_710,regex,0.9,True,,regex: matched pattern 'GT_710' on text 'GEFORCE GT 710',2.0,19.0,0.0,1.0,Single-slot,False,Kepler,192.0,2.0,,,
RADEON RX 550 2GB,New,136.99,Available,Wamatek,USA,Current,https://wamatek.com/products/radeon-rx-550-2gb-gddr5-4x-mdp,Shopify_Wamatek,"SKU: 0810078050131, Vendor: VISIONTEK",RADEON RX 550 2GB GDDR5 4X MDP,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
AVerTV Hybrid TVBox 13,New,212.99,Available,Wamatek,USA,Current,https://wamatek.com/products/avertv-hybrid-tvbox-13,Shopify_Wamatek,"SKU: 795522964755, Vendor: AVerMedia Technologies, Inc",AVerTV Hybrid TVBox 13,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
NVIDIA RTX A1000 8GB,New,485.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a1000-8gb-4mdp-gfx,Shopify_Wamatek,"SKU: 198701689928, Vendor: HP INC. - NSB OPTIONS",NVIDIA RTX A1000 8GB 4MDP GFX,A1000,regex,0.9,True,,regex: matched pattern 'A1000' on text 'NVIDIA RTX A1000',8.0,50.0,0.0,1.0,Single-slot,False,Ampere,1280.0,4.0,,,
RTX 5080,New,1280.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-geforce-rtx-5080-graphic-card-16-gb-gddr7,Shopify_Wamatek,"SKU: 0751492794273, Vendor: PNY Technologies",PNY NVIDIA GeForce RTX 5080 Graphic Card - 16 GB GDDR7,RTX_5080,regex,0.9,True,,regex: matched pattern 'RTX_5080' on text 'GeForce RTX 5080',16.0,360.0,0.0,3.0,Standard,False,Blackwell,10752.0,5.0,,,
ASUS TUF GAMING GEFORCE,New,2907.99,Available,Wamatek,USA,Current,https://wamatek.com/products/asus-tuf-gaming-geforce-rtx-2,Shopify_Wamatek,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",ASUS TUF GAMING GEFORCE RTX,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
THE SFF-READY ASUS PRIMEGEFORCE,New,1357.99,Available,Wamatek,USA,Current,https://wamatek.com/products/the-sff-ready-asus-primegeforce-1,Shopify_Wamatek,"SKU: 197105868397, Vendor: ASUS - VGA NVIDIA",THE SFF-READY ASUS PRIMEGEFORCE,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
ASUS TUF GAMING GEFORCE,New,2674.99,Available,Wamatek,USA,Current,https://wamatek.com/products/asus-tuf-gaming-geforce-rtx-1,Shopify_Wamatek,"SKU: 197105890350, Vendor: ASUS - VGA NVIDIA",ASUS TUF GAMING GEFORCE RTX,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 5070 Ti,New,781.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-geforce-rtx-5070-ti-graphic-card-16-gb-gddr7-full-height,Shopify_Wamatek,"SKU: 0751492794600, Vendor: PNY Technologies",PNY GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7 - Full-height,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 4500,New,2230.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-quadro-rtx-4500-graphic-card-24-gb-gddr6,Shopify_Wamatek,"SKU: 751492779317, Vendor: PNY Technologies",PNY NVIDIA Quadro RTX 4500 Graphic Card - 24 GB GDDR6,RTX_4500_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4500_ADA' on text 'RTX 4500',24.0,210.0,4.0,2.0,Dual-slot,False,Ada,7680.0,4.0,,,
RADEON 7750 SFF 2GB,New,122.99,Available,Wamatek,USA,Current,https://wamatek.com/products/radeon-7750-sff-2gb-ddr3-2x-dp,Shopify_Wamatek,"SKU: 784090035387, Vendor: VISIONTEK",RADEON 7750 SFF 2GB DDR3 2X DP,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
NVIDIA RTX A1000 RETAIL,New,388.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a1000-retail-pack,Shopify_Wamatek,"SKU: 751492788043, Vendor: PNY QUADRO",NVIDIA RTX A1000 RETAIL PACK,A1000,regex,0.9,True,,regex: matched pattern 'A1000' on text 'NVIDIA RTX A1000',8.0,50.0,0.0,1.0,Single-slot,False,Ampere,1280.0,4.0,,,
RTX 4060,New,416.99,Available,Wamatek,USA,Current,https://wamatek.com/products/asus-rog-nvidia-geforce-rtx-4060-graphic-card-8-gb-gddr6,Shopify_Wamatek,"SKU: 197105246447, Vendor: ASUS Computer International",Asus ROG NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,RTX_4060,regex,0.9,True,,regex: matched pattern 'RTX_4060' on text 'GeForce RTX 4060',8.0,115.0,0.0,2.0,Dual-slot,False,Ada,3072.0,4.0,,,
RTX 5000,New,6139.99,Available,Wamatek,USA,Current,https://wamatek.com/products/hp-nvidia-rtx-5000-ada-graphic-card-32-gb-gddr6-full-height,Shopify_Wamatek,"SKU: 196548771929, Vendor: HP Inc.",HP NVIDIA RTX 5000 Ada Graphic Card - 32 GB GDDR6 - Full-height,RTX_5000_ADA,regex,0.9,True,,regex: matched pattern 'RTX_5000_ADA' on text 'NVIDIA RTX 5000 Ada',32.0,250.0,4.0,2.0,Dual-slot,False,Ada,12800.0,4.0,,,
Ezrecorder 330 Capture,New,109.99,Available,Wamatek,USA,Current,https://wamatek.com/products/ezrecorder-330-capture,Shopify_Wamatek,"SKU: 795522966575, Vendor: AVermedia Technology",Ezrecorder 330 Capture,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Live Streamer CAP 4K,New,99.99,Available,Wamatek,USA,Current,https://wamatek.com/products/live-streamer-cap-4k-usb-3-0,Shopify_Wamatek,"SKU: 795522966964, Vendor: AVermedia Technology",Live Streamer CAP 4K USB 3.0,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX3050,New,199.99,Available,Wamatek,USA,Current,https://wamatek.com/products/dual-rtx3050-o6g,Shopify_Wamatek,"SKU: 197105470644, Vendor: ASUS",DUAL-RTX3050-O6G,RTX_3050,regex,0.9,True,,regex: matched pattern 'RTX_3050' on text 'RTX3050',8.0,130.0,0.0,2.0,Dual-slot,False,Ampere,2560.0,4.0,,,
RTX4060,New,329.99,Available,Wamatek,USA,Current,https://wamatek.com/products/dual-rtx4060-o8g-v2,Shopify_Wamatek,"SKU: 197105392212, Vendor: ASUS",DUAL RTX4060 O8G V2,RTX_4060,regex,0.9,True,,regex: matched pattern 'RTX_4060' on text 'RTX4060',8.0,115.0,0.0,2.0,Dual-slot,False,Ada,3072.0,4.0,,,
Vaddio OneLINK Bridge for,New,2610.0,Available,Wamatek,USA,Current,https://wamatek.com/products/vaddio-onelink-bridge-for-vaddio-hdbaset-cameras-for-video-conferencing,Shopify_Wamatek,"SKU: 840077502287, Vendor: Vaddio",Vaddio OneLINK Bridge for Vaddio HDBaseT Cameras - For Video Conferencing,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Vaddio Bridge Mini Audio/Video,New,2086.2,Available,Wamatek,USA,Current,https://wamatek.com/products/vaddio-bridge-mini-audio-video-encoder-for-video-conferencing-applications,Shopify_Wamatek,"SKU: 840077501778, Vendor: Vaddio",Vaddio Bridge Mini Audio/Video Encoder - For Video Conferencing Applications,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
PNY NVIDIA T400 Graphic,New,139.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-t400-graphic-card-4-gb-gddr6-low-profile,Shopify_Wamatek,"SKU: 751492654072, Vendor: PNY QUADRO",PNY NVIDIA T400 Graphic Card - 4 GB GDDR6 - Low-profile,T400,regex,0.9,True,,regex: matched pattern 'T400' on text 'NVIDIA T400',4.0,31.0,0.0,1.0,Single-slot,False,Turing,384.0,3.0,,,
Black Box MCX G2,New,1611.99,Available,Wamatek,USA,Current,https://wamatek.com/products/black-box-mcx-g2-displayport-copper-fiber-transcoder,Shopify_Wamatek,"SKU: 822088279068, Vendor: Black Box Corporation",Black Box MCX G2 DisplayPort Copper/Fiber Transcoder,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
NV T400 4G Card,New,174.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nv-t400-4g-card,Shopify_Wamatek,"SKU: 195892052920, Vendor: Lenovo",NV T400 4G Card,T400,regex,0.9,True,,regex: matched pattern 'T400' on text 'T400',4.0,31.0,0.0,1.0,Single-slot,False,Turing,384.0,3.0,,,
NVIDIA RTX A2000 12GB,New,764.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a2000-12gb-4mdp-gfx,Shopify_Wamatek,"SKU: 196337668386, Vendor: HP Business",NVIDIA RTX A2000 12GB 4mDP GFX,RTX_A2000_12GB,regex,0.9,True,,regex: matched pattern 'RTX_A2000_12GB' on text 'RTX A2000 12GB',12.0,70.0,0.0,2.0,Dual-slot,False,Ampere,3328.0,4.0,,,
RTX 5070,New,595.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5070-12g-shadow-2x-oc,Shopify_Wamatek,"SKU: 824142405772, Vendor: MSI",MSI RTX 5070 12G SHADOW 2X OC,RTX_5070,regex,0.9,True,,regex: matched pattern 'RTX_5070' on text 'RTX 5070',12.0,250.0,0.0,2.0,Dual-slot,False,Blackwell,6144.0,5.0,,,
RTX 5070,New,627.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5070-12g-ventus-2x-oc-white,Shopify_Wamatek,"SKU: 824142405703, Vendor: MSI",MSI RTX 5070 12G VENTUS 2X OC WHITE,RTX_5070,regex,0.9,True,,regex: matched pattern 'RTX_5070' on text 'RTX 5070',12.0,250.0,0.0,2.0,Dual-slot,False,Blackwell,6144.0,5.0,,,
RTX 5080,New,1386.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5080-16g-ventus-3x-oc-plus,Shopify_Wamatek,"SKU: 824142395851, Vendor: MSI",MSI RTX 5080 16G VENTUS 3X OC PLUS,RTX_5080,regex,0.9,True,,regex: matched pattern 'RTX_5080' on text 'RTX 5080',16.0,360.0,0.0,3.0,Standard,False,Blackwell,10752.0,5.0,,,
RTX 5090,New,2932.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5090-32g-gaming-trio-oc,Shopify_Wamatek,"SKU: 824142403266, Vendor: MSI",MSI RTX 5090 32G GAMING TRIO OC,RTX_5090,regex,0.9,True,,regex: matched pattern 'RTX_5090' on text 'RTX 5090',32.0,575.0,0.0,3.0,Standard,False,Blackwell,21760.0,5.0,,,
RTX 5090,New,2932.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5090-vanguard-soc,Shopify_Wamatek,"SKU: 824142403143, Vendor: MSI",MSI RTX 5090 VANGUARD SOC,RTX_5090,regex,0.9,True,,regex: matched pattern 'RTX_5090' on text 'RTX 5090',32.0,575.0,0.0,3.0,Standard,False,Blackwell,21760.0,5.0,,,
RTX 5070 TI,New,920.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5070-ti-16g-inspire-3x-oc,Shopify_Wamatek,"SKU: 824142408469, Vendor: MSI",MSI RTX 5070 TI 16G INSPIRE 3X OC,RTX_5070_TI,regex,0.9,True,,regex: matched pattern 'RTX_5070_TI' on text 'RTX 5070 TI',16.0,300.0,0.0,2.0,Dual-slot,False,Blackwell,8960.0,5.0,,,
GEFORCE GT 710 2GB,New,58.99,Available,Wamatek,USA,Current,https://wamatek.com/products/geforce-gt-710-2gb,Shopify_Wamatek,"SKU: 0824142126905, Vendor: MSI - NVIDIA",GEFORCE GT 710 2GB,GT_710,regex,0.9,True,,regex: matched pattern 'GT_710' on text 'GEFORCE GT 710',2.0,19.0,0.0,1.0,Single-slot,False,Kepler,192.0,2.0,,,
RADEON RX 550 2GB,New,136.99,Available,Wamatek,USA,Current,https://wamatek.com/products/radeon-rx-550-2gb-gddr5-4x-mdp,Shopify_Wamatek,"SKU: 0810078050131, Vendor: VISIONTEK",RADEON RX 550 2GB GDDR5 4X MDP,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
AVerTV Hybrid TVBox 13,New,212.99,Available,Wamatek,USA,Current,https://wamatek.com/products/avertv-hybrid-tvbox-13,Shopify_Wamatek,"SKU: 795522964755, Vendor: AVerMedia Technologies, Inc",AVerTV Hybrid TVBox 13,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
NVIDIA RTX A1000 8GB,New,485.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a1000-8gb-4mdp-gfx,Shopify_Wamatek,"SKU: 198701689928, Vendor: HP INC. - NSB OPTIONS",NVIDIA RTX A1000 8GB 4MDP GFX,A1000,regex,0.9,True,,regex: matched pattern 'A1000' on text 'NVIDIA RTX A1000',8.0,50.0,0.0,1.0,Single-slot,False,Ampere,1280.0,4.0,,,
RTX 5080,New,1280.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-geforce-rtx-5080-graphic-card-16-gb-gddr7,Shopify_Wamatek,"SKU: 0751492794273, Vendor: PNY Technologies",PNY NVIDIA GeForce RTX 5080 Graphic Card - 16 GB GDDR7,RTX_5080,regex,0.9,True,,regex: matched pattern 'RTX_5080' on text 'GeForce RTX 5080',16.0,360.0,0.0,3.0,Standard,False,Blackwell,10752.0,5.0,,,
ASUS TUF GAMING GEFORCE,New,2907.99,Available,Wamatek,USA,Current,https://wamatek.com/products/asus-tuf-gaming-geforce-rtx-2,Shopify_Wamatek,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",ASUS TUF GAMING GEFORCE RTX,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
THE SFF-READY ASUS PRIMEGEFORCE,New,1357.99,Available,Wamatek,USA,Current,https://wamatek.com/products/the-sff-ready-asus-primegeforce-1,Shopify_Wamatek,"SKU: 197105868397, Vendor: ASUS - VGA NVIDIA",THE SFF-READY ASUS PRIMEGEFORCE,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
ASUS TUF GAMING GEFORCE,New,2674.99,Available,Wamatek,USA,Current,https://wamatek.com/products/asus-tuf-gaming-geforce-rtx-1,Shopify_Wamatek,"SKU: 197105890350, Vendor: ASUS - VGA NVIDIA",ASUS TUF GAMING GEFORCE RTX,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 5070 Ti,New,781.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-geforce-rtx-5070-ti-graphic-card-16-gb-gddr7-full-height,Shopify_Wamatek,"SKU: 0751492794600, Vendor: PNY Technologies",PNY GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7 - Full-height,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 4500,New,2230.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-quadro-rtx-4500-graphic-card-24-gb-gddr6,Shopify_Wamatek,"SKU: 751492779317, Vendor: PNY Technologies",PNY NVIDIA Quadro RTX 4500 Graphic Card - 24 GB GDDR6,RTX_4500_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4500_ADA' on text 'RTX 4500',24.0,210.0,4.0,2.0,Dual-slot,False,Ada,7680.0,4.0,,,
RADEON 7750 SFF 2GB,New,122.99,Available,Wamatek,USA,Current,https://wamatek.com/products/radeon-7750-sff-2gb-ddr3-2x-dp,Shopify_Wamatek,"SKU: 784090035387, Vendor: VISIONTEK",RADEON 7750 SFF 2GB DDR3 2X DP,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
NVIDIA RTX A1000 RETAIL,New,388.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a1000-retail-pack,Shopify_Wamatek,"SKU: 751492788043, Vendor: PNY QUADRO",NVIDIA RTX A1000 RETAIL PACK,A1000,regex,0.9,True,,regex: matched pattern 'A1000' on text 'NVIDIA RTX A1000',8.0,50.0,0.0,1.0,Single-slot,False,Ampere,1280.0,4.0,,,
RTX 4060,New,416.99,Available,Wamatek,USA,Current,https://wamatek.com/products/asus-rog-nvidia-geforce-rtx-4060-graphic-card-8-gb-gddr6,Shopify_Wamatek,"SKU: 197105246447, Vendor: ASUS Computer International",Asus ROG NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,RTX_4060,regex,0.9,True,,regex: matched pattern 'RTX_4060' on text 'GeForce RTX 4060',8.0,115.0,0.0,2.0,Dual-slot,False,Ada,3072.0,4.0,,,
RTX 5000,New,6139.99,Available,Wamatek,USA,Current,https://wamatek.com/products/hp-nvidia-rtx-5000-ada-graphic-card-32-gb-gddr6-full-height,Shopify_Wamatek,"SKU: 196548771929, Vendor: HP Inc.",HP NVIDIA RTX 5000 Ada Graphic Card - 32 GB GDDR6 - Full-height,RTX_5000_ADA,regex,0.9,True,,regex: matched pattern 'RTX_5000_ADA' on text 'NVIDIA RTX 5000 Ada',32.0,250.0,4.0,2.0,Dual-slot,False,Ada,12800.0,4.0,,,
Ezrecorder 330 Capture,New,109.99,Available,Wamatek,USA,Current,https://wamatek.com/products/ezrecorder-330-capture,Shopify_Wamatek,"SKU: 795522966575, Vendor: AVermedia Technology",Ezrecorder 330 Capture,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Live Streamer CAP 4K,New,99.99,Available,Wamatek,USA,Current,https://wamatek.com/products/live-streamer-cap-4k-usb-3-0,Shopify_Wamatek,"SKU: 795522966964, Vendor: AVermedia Technology",Live Streamer CAP 4K USB 3.0,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX3050,New,199.99,Available,Wamatek,USA,Current,https://wamatek.com/products/dual-rtx3050-o6g,Shopify_Wamatek,"SKU: 197105470644, Vendor: ASUS",DUAL-RTX3050-O6G,RTX_3050,regex,0.9,True,,regex: matched pattern 'RTX_3050' on text 'RTX3050',8.0,130.0,0.0,2.0,Dual-slot,False,Ampere,2560.0,4.0,,,
RTX4060,New,329.99,Available,Wamatek,USA,Current,https://wamatek.com/products/dual-rtx4060-o8g-v2,Shopify_Wamatek,"SKU: 197105392212, Vendor: ASUS",DUAL RTX4060 O8G V2,RTX_4060,regex,0.9,True,,regex: matched pattern 'RTX_4060' on text 'RTX4060',8.0,115.0,0.0,2.0,Dual-slot,False,Ada,3072.0,4.0,,,
Vaddio OneLINK Bridge for,New,2610.0,Available,Wamatek,USA,Current,https://wamatek.com/products/vaddio-onelink-bridge-for-vaddio-hdbaset-cameras-for-video-conferencing,Shopify_Wamatek,"SKU: 840077502287, Vendor: Vaddio",Vaddio OneLINK Bridge for Vaddio HDBaseT Cameras - For Video Conferencing,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Vaddio Bridge Mini Audio/Video,New,2086.2,Available,Wamatek,USA,Current,https://wamatek.com/products/vaddio-bridge-mini-audio-video-encoder-for-video-conferencing-applications,Shopify_Wamatek,"SKU: 840077501778, Vendor: Vaddio",Vaddio Bridge Mini Audio/Video Encoder - For Video Conferencing Applications,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
PNY NVIDIA T400 Graphic,New,139.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-t400-graphic-card-4-gb-gddr6-low-profile,Shopify_Wamatek,"SKU: 751492654072, Vendor: PNY QUADRO",PNY NVIDIA T400 Graphic Card - 4 GB GDDR6 - Low-profile,T400,regex,0.9,True,,regex: matched pattern 'T400' on text 'NVIDIA T400',4.0,31.0,0.0,1.0,Single-slot,False,Turing,384.0,3.0,,,
Black Box MCX G2,New,1611.99,Available,Wamatek,USA,Current,https://wamatek.com/products/black-box-mcx-g2-displayport-copper-fiber-transcoder,Shopify_Wamatek,"SKU: 822088279068, Vendor: Black Box Corporation",Black Box MCX G2 DisplayPort Copper/Fiber Transcoder,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
NV T400 4G Card,New,174.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nv-t400-4g-card,Shopify_Wamatek,"SKU: 195892052920, Vendor: Lenovo",NV T400 4G Card,T400,regex,0.9,True,,regex: matched pattern 'T400' on text 'T400',4.0,31.0,0.0,1.0,Single-slot,False,Turing,384.0,3.0,,,
NVIDIA RTX A2000 12GB,New,764.99,Available,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a2000-12gb-4mdp-gfx,Shopify_Wamatek,"SKU: 196337668386, Vendor: HP Business",NVIDIA RTX A2000 12GB 4mDP GFX,RTX_A2000_12GB,regex,0.9,True,,regex: matched pattern 'RTX_A2000_12GB' on text 'RTX A2000 12GB',12.0,70.0,0.0,2.0,Dual-slot,False,Ampere,3328.0,4.0,,,
RTX 5070,New,595.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5070-12g-shadow-2x-oc,Shopify_Wamatek,"SKU: 824142405772, Vendor: MSI",MSI RTX 5070 12G SHADOW 2X OC,RTX_5070,regex,0.9,True,,regex: matched pattern 'RTX_5070' on text 'RTX 5070',12.0,250.0,0.0,2.0,Dual-slot,False,Blackwell,6144.0,5.0,,,
RTX 5070,New,627.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5070-12g-ventus-2x-oc-white,Shopify_Wamatek,"SKU: 824142405703, Vendor: MSI",MSI RTX 5070 12G VENTUS 2X OC WHITE,RTX_5070,regex,0.9,True,,regex: matched pattern 'RTX_5070' on text 'RTX 5070',12.0,250.0,0.0,2.0,Dual-slot,False,Blackwell,6144.0,5.0,,,
RTX 5080,New,1386.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5080-16g-ventus-3x-oc-plus,Shopify_Wamatek,"SKU: 824142395851, Vendor: MSI",MSI RTX 5080 16G VENTUS 3X OC PLUS,RTX_5080,regex,0.9,True,,regex: matched pattern 'RTX_5080' on text 'RTX 5080',16.0,360.0,0.0,3.0,Standard,False,Blackwell,10752.0,5.0,,,
RTX 5090,New,2932.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5090-32g-gaming-trio-oc,Shopify_Wamatek,"SKU: 824142403266, Vendor: MSI",MSI RTX 5090 32G GAMING TRIO OC,RTX_5090,regex,0.9,True,,regex: matched pattern 'RTX_5090' on text 'RTX 5090',32.0,575.0,0.0,3.0,Standard,False,Blackwell,21760.0,5.0,,,
RTX 5090,New,2932.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5090-vanguard-soc,Shopify_Wamatek,"SKU: 824142403143, Vendor: MSI",MSI RTX 5090 VANGUARD SOC,RTX_5090,regex,0.9,True,,regex: matched pattern 'RTX_5090' on text 'RTX 5090',32.0,575.0,0.0,3.0,Standard,False,Blackwell,21760.0,5.0,,,
RTX 5070 TI,New,920.99,Available,Wamatek,USA,Current,https://wamatek.com/products/msi-rtx-5070-ti-16g-inspire-3x-oc,Shopify_Wamatek,"SKU: 824142408469, Vendor: MSI",MSI RTX 5070 TI 16G INSPIRE 3X OC,RTX_5070_TI,regex,0.9,True,,regex: matched pattern 'RTX_5070_TI' on text 'RTX 5070 TI',16.0,300.0,0.0,2.0,Dual-slot,False,Blackwell,8960.0,5.0,,,
