title,bulk_notes,is_gpu
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142346853, Vendor: MSI",1
SmartAVI CVH-01 Signal Converter,"SKU: CVH-01, Vendor: Smart Audio Video Innovation",0
StarTech.com EDID Emulator for HDMI Displays - Copy Extended Display Identification Data - 1080p,"SKU: VSEDIDHD, Vendor: StarTech.com",0
Black Box HDMI to 3G-SDI/HD-SDI Converter,"SKU: 822088062370, Vendor: Black Box Corporation",0
GeoVision GV-800 Video Capturing Device,"SKU: 55-800EX-080, Vendor: GeoVision, Inc",0
Mimo Monitors HDMI Capture Card (HCP-1080),"SKU: 993246655854, Vendor: Mimo Monitors, Inc",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105301566, Vendor: ASUS Computer International",1
NVIDIA NVLINK 3-SLOT BRG,"SKU: 195697639135, Vendor: HP INC. - NSB OPTIONS",0
Black Box DVI-D EDID Ghost,"SKU: VG-DVI, Vendor: Black Box Corporation",0
Cisco NVIDIA Grid K1 Graphic Card - Full-height,"SKU: 882658556111, Vendor: Cisco Systems, Inc",0
HPE NVIDIA A2 Graphic Card - 16 GB GDDR6 - Low-profile,"SKU: 190017587318, Vendor: HPE BTO SERVER OPTIONS",1
Black Box HDMI EDID Ghost,"SKU: VG-HDMI, Vendor: Black Box Corporation",0
Asus NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 197105182820, Vendor: ASUS Computer International",1
ASRock Intel Arc A580 Graphic Card - 8 GB GDDR6,"SKU: 4710483941634, Vendor: ASRock, Inc",0
Black Box DVI-D EDID Ghost,"SKU: VG-DVI, Vendor: Black Box Corporation",0
Gigabyte NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 889523028629, Vendor: GIGABYTE Technology, Inc",1
Lenovo NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6,"SKU: 889488598328, Vendor: Lenovo Group Limited",1
Asus ROG NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105175860, Vendor: ASUS Computer International",1
PNY NVIDIA T400 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 751492654072, Vendor: PNY QUADRO",0
AMX NMX-DEC-N1222A VIDEO OVER,"SKU: 718878022757, Vendor: HARMAN PRO",0
Gefen HDMI & VGA to 3GSDI Scaler/Converter,"SKU: 888814180831, Vendor: Gefen, Inc",0
"StarTech.com PCIe Video Capture Card - HDMI / DVI / VGA / Component - 1080p - Game Capture Card - HDMI Video Capture Card, TAA","SKU: PEXHDCAP2, Vendor: StarTech.com",0
StarTech.com USB 3.0 Video Capture Device - HDMI / DVI / VGA / Component HD Video Recorder - 1080p 60fps,"SKU: 065030855952, Vendor: StarTech.com",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383797, Vendor: MSI",1
Asus NVIDIA GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7,"SKU: PRIME-RTX5070TI-O16G, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000902, Vendor: ASUS Computer International",0
MSI 64-BIT DUAL-LINK,"SKU: 824142255810, Vendor: MSI SOURCING",0
AMD Radeon Pro WX 7100 Graphic Card - 8 GB GDDR5 - Full-height,"SKU: 818245780621, Vendor: Advanced Micro Devices, Inc",0
RADEON RX 550 2GB GDDR5 4X MDP,"SKU: 0810078050131, Vendor: VISIONTEK",0
PNY NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height,"SKU: 751492641263, Vendor: PNY Technologies",1
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6,"SKU: 889523045879, Vendor: GIGABYTE Technology, Inc",1
MSI RTX 5070 12G VENTUS 2X OC WHITE,"SKU: 824142405703, Vendor: MSI",1
StarTech.com SDI to HDMI Converter? 3G SDI to HDMI Adapter with SDI Loop Through Output,"SKU: 818254011693, Vendor: StarTech.com",0
Asus NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 0197105299412, Vendor: ASUS Computer International",1
DUAL RTX4060 O8G V2,"SKU: 197105392212, Vendor: ASUS",1
DUAL RTX4060 O8G V2,"SKU: 197105392212, Vendor: ASUS",1
ComNet FVR1031M1 Digital Multimedia Receiver,"SKU: FVR1031M1, Vendor: ACRE",0
NVIDIA NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height/Low-profile,"SKU: 812674025292, Vendor: NVIDIA Corporation",1
Vaddio MatrixPRO AV Bridge for Video Conferencing - Black,"SKU: 999-8230-000, Vendor: Legrand Group",0
Ezrecorder 330 Capture,"SKU: 795522966575, Vendor: AVermedia Technology",0
StarTech.com HDMI Audio Extractor with 40K 60Hz - HDMI Audio De-embedder - HDR - Toslink Optical Audio - Dual RCA Audio - HDMI 2.0,"SKU: HD202A, Vendor: StarTech.com",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383797, Vendor: MSI",1
DT RADEON PRO NAVI31 XL-W MBA T,"SKU: 0727419314886, Vendor: AMD PRO GRAPHICS",0
StarTech.com USB 3.0 Video Capture Device - HDMI / DVI / VGA / Component HD Video Recorder - 1080p 60fps,"SKU: USB3HDCAP, Vendor: StarTech.com",0
PNY NVIDIA Quadro RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 751492645209, Vendor: PNY Technologies",1
RTX 5090 32G SUPRIM LIQ SOC,"SKU: 824142397503, Vendor: MSI",1
Asus NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 197105471849, Vendor: ASUS Computer International",1
"AVerMedia Live Gamer DUO (GC570D), Dual 1080p Uncompressed Video Capture Card","SKU: GC570D, Vendor: AVerMedia Technologies, Inc",0
TUF NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105134799, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 197105125353, Vendor: ASUS Computer International",1
Asus AMD Radeon RX 7800 XT Graphic Card - 16 GB GDDR6,"SKU: 0197105436176, Vendor: ASUS Computer International",0
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964852, Vendor: ASUS Computer International",1
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",0
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964852, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142347065, Vendor: MSI",1
Black Box HDMI-over-IP H.264 Encoder,"SKU: VS-2001-ENC, Vendor: Black Box Corporation",0
Gigabyte AMD Radeon RX 7800 XT Graphic Card - 16 GB GDDR6,"SKU: 0889523039489, Vendor: GIGABYTE Technology, Inc",0
MSI RTX 5070 12G VENTUS 2X OC WHITE,"SKU: 824142405703, Vendor: MSI",1
Cisco NVIDIA Grid K1 Graphic Card - Full-height,"SKU: 882658556111, Vendor: Cisco Systems, Inc",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105003989, Vendor: ASUS Computer International",0
RADEON RX 550 2GB GDDR5 4X MDP,"SKU: 0810078050131, Vendor: VISIONTEK",0
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963985, Vendor: ASUS Computer International",1
Asus AMD Radeon RX 7600 XT Graphic Card - 16 GB GDDR6,"SKU: 197105459229, Vendor: ASUS Computer International",0
"AVerMedia Live Gamer Ultra 2.1, USB HDMI 2.1 Game Capture Card (GC553G2)","SKU: GC553G2, Vendor: AVerMedia Technologies, Inc",0
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142346853, Vendor: MSI",1
Lenovo NVIDIA Tesla V100S Graphic Card - 32 GB - Full-height,"SKU: 4X67A13124, Vendor: Lenovo Group Limited",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 197105760325, Vendor: ASUS Computer International",1
Lenovo NVIDIA T1000 Graphic Card - 4 GB GDDR6,"SKU: 195892023630, Vendor: Lenovo Group Limited",0
Live Streamer CAP 4K USB 3.0,"SKU: 795522966964, Vendor: AVermedia Technology",0
Lenovo NVIDIA T1000 Graphic Card - 4 GB GDDR6,"SKU: 195892023630, Vendor: Lenovo Group Limited",0
SFF-READY ASUS PRIME GEFORCE,"SKU: 0197105878068, Vendor: ASUS - VGA NVIDIA",0
ASUS TUF GAMING GEFORCE RTX,"SKU: 0197105878075, Vendor: ASUS - VGA NVIDIA",0
Lenovo NVIDIA L40S Graphic Card - 48 GB,"SKU: 889488712168, Vendor: Lenovo Group Limited",1
Asus NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 197105182806, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105650596, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142347065, Vendor: MSI",1
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105663428, Vendor: ASUS Computer International",1
Vaddio AV Bridge 2x1 Video and Audio Mixer for Video Conferencing - Black,"SKU: 999-8250-000, Vendor: Legrand Group",0
ASUS TUF GAMING CAPTURE BOX,"SKU: 195553150842, Vendor: ASUS - COMPONENTS",0
SIIG 4K120Hz HDMI 2.1 Capture Device for Gaming and Streaming - 4K60Hz Capture - 4K 120Hz/144Hz Loopout - USB-C 10Gbps - TAA Compliant,"SKU: 662774046327, Vendor: SIIG, Inc",0
TUF NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320146, Vendor: ASUS Computer International",1
Bytecc Signal Converter,"SKU: HM102, Vendor: Bytecc, Inc",0
Zotac NVIDIA GeForce GT 730 Graphic Card - 4 GB DDR3 SDRAM,"SKU: ZT-71115-20L, Vendor: ZOTAC International",0
Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 810012084536, Vendor: ZOTAC International",1
Asus NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553994491, Vendor: ASUS Computer International",1
Black Box VGA/DVI to DVI-D Converter,"SKU: 822088055778, Vendor: Black Box Corporation",0
MSI NVIDIA GeForce 210 Graphic Card - 1 GB GDDR3 - Low-profile,"SKU: 824241132142, Vendor: MSI",0
RTX 5080 16G SUPRIM LIQ SOC,"SKU: 824142395738, Vendor: MSI",1
Cisco NVIDIA Tesla M6 Graphic Card,"SKU: 882658861734, Vendor: Cisco Systems, Inc",0
AMX NMX-ENC-N2312-C SVSI N2300,"SKU: 718878024423, Vendor: HARMAN PRO",0
COMPOSITE SVIDEO HDMI CONVERTER,"SKU: 065030845274, Vendor: StarTech.com",0
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964852, Vendor: ASUS Computer International",1
10PK P7224 VIDEO ENCODER BLADE,"SKU: 7331021037564, Vendor: Axis Communications",0
Cisco NVIDIA Tesla V100 Graphic Card - 32 GB,"SKU: UCSC-GPU-V100-32=, Vendor: Cisco Systems, Inc",0
VanCryst VC812 HDMI to VGA Converter with Scaler-TAA Compliant,"SKU: 818276445902, Vendor: ATEN Technology, Inc",0
HPE NVIDIA A10 Graphic Card - 24 GB GDDR6,"SKU: 190017605517, Vendor: Hewlett Packard Enterprise",1
MSI NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 824142334942, Vendor: MSI",1
StarTech.com Component Video with Audio to HDMI&reg; Converter,"SKU: CPNTA2HDMI, Vendor: StarTech.com",0
PNY NVIDIA A800 Graphic Card - 40 GB HBM2 - Low-profile,"SKU: 751492779430, Vendor: PNY Technologies",1
Asus ROG NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320252, Vendor: ASUS Computer International",1
PROARTRTX40608G,"SKU: 197105299436, Vendor: ASUS",1
SFF-READY ASUS PRIME GEFORCE,"SKU: 0197105878044, Vendor: ASUS - VGA NVIDIA",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105207264, Vendor: ASUS Computer International",1
GEFORCE RTX 3050 LP BRK OC,"SKU: 0197105515673, Vendor: ASUS - VGA NVIDIA",0
RTX 5090 32G SUPRIM LIQ SOC,"SKU: 824142397503, Vendor: MSI",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142327647, Vendor: MSI",1
SMART BUY NVIDIA T400E 4GB 4MDP,"SKU: 198415326515, Vendor: HP INC. - SB WORKSTATION OPTIONS",0
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105513181, Vendor: ASUS Computer International",1
Lenovo NVIDIA RTX A5500 Graphic Card - 24 GB GDDR6,"SKU: 195892072874, Vendor: Lenovo Group Limited",1
NVIDIA RTX 4000 ADA,"SKU: 751492776958, Vendor: PNY Technologies",1
RTX 5070 TI 16G Video Card,"SKU: 824142402801, Vendor: MSI",1
Asus NVIDIA GeForce GT 1030 Graphic Card - 2 GB GDDR5 - Low-profile,"SKU: 889349750964, Vendor: ASUS Computer International",0
Gigabyte NVIDIA GeForce GT 1030 Graphic Card - 2 GB DDR4 SDRAM - Low-profile,"SKU: 889523013366, Vendor: GIGABYTE Technology, Inc",0
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
VisionTek Radeon 7750 2GB GDDR5 6M (6x MiniDP),"SKU: 0784090031808, Vendor: VisionTek Products, LLC",0
Asus NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 0197105299412, Vendor: ASUS Computer International",1
Aorus NVIDIA GeForce RTX 5070 Graphic Card - 12 GB GDDR7,"SKU: GV-N5070AORUS M-12GD, Vendor: GIGABYTE Technology, Inc",1
THE SFF-READY ASUS PRIMEGEFORCE,"SKU: 197105868410, Vendor: ASUS - VGA NVIDIA",0
ASUS TUF GAMING CAPTURE BOX,"SKU: 195553150842, Vendor: ASUS - COMPONENTS",0
GT 1030 4GD4 LP OC,"SKU: 824142327654, Vendor: MSI",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383797, Vendor: MSI",1
RADEON 6570 1GB DDR3DVI-I HDMI,"SKU: 810078050544, Vendor: VISIONTEK",0
ASUS TUF GAMING RADEON RX 9070,"SKU: 197105860827, Vendor: ASUS - VGA NVIDIA",0
NV A5000 GRAPHICS CARD,"SKU: 195892022633, Vendor: LENOVO OPTIONS",1
Asus ROG NVIDIA GeForce RTX 3080 Graphic Card - 10 GB GDDR6X,"SKU: 195553321761, Vendor: ASUS Computer International",1
Lenovo NVIDIA RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 195892023654, Vendor: Lenovo Group Limited",1
PNY NVIDIA Quadro RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 751492645209, Vendor: PNY Technologies",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142327647, Vendor: MSI",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306451, Vendor: MSI",1
AXIS M7104 Video Encoder,"SKU: 7331021066397, Vendor: Axis Communications",0
Black Box VGA/DVI to DVI-D Converter,"SKU: 822088055778, Vendor: Black Box Corporation",0
MSI NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6,"SKU: 824142348727, Vendor: MSI",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142327647, Vendor: MSI",1
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105432017, Vendor: ASUS Computer International",1
Black Box VGA/DVI/Video/EGA/CGA to DVI-D Converter,"SKU: 822088055808, Vendor: Black Box Corporation",0
HP NVIDIA A800 Graphic Card - 40 GB,"SKU: 196548771899, Vendor: HP Inc.",1
PNY NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Low-profile,"SKU: 751492776781, Vendor: PNY Technologies",1
AMX JPEG 2000 4K60 4:4:4 Encoder,"SKU: FGN2412A-SA, Vendor: Harman International Industries, Inc",0
TUF-RX7800XT-O16G-WHITE-GAMING,"SKU: 197105307926, Vendor: ASUS - AMD",0
12G-SDI TO HDMI CONVERTER,"SKU: 672792011757, Vendor: ATEN TECHNOLOGIES",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105003989, Vendor: ASUS Computer International",0
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553645256, Vendor: ASUS Computer International",1
Black Box HDMI to 3G-SDI/HD-SDI Converter,"SKU: 822088062370, Vendor: Black Box Corporation",0
VanCryst VC812 HDMI to VGA Converter with Scaler-TAA Compliant,"SKU: 818276445902, Vendor: ATEN Technology, Inc",0
ComNet FVR1031M1 Digital Multimedia Receiver,"SKU: FVR1031M1, Vendor: ACRE",0
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 889523038574, Vendor: GIGABYTE Technology, Inc",1
Lenovo NVIDIA Quadro RTX T400 Graphic Card - 2 GB,"SKU: 889488600366, Vendor: Lenovo Group Limited",1
Lenovo NVIDIA RTX A1000 Graphic Card - 8 GB GDDR6,"SKU: 195892109693, Vendor: Lenovo Group Limited",1
RADEON RX550 4M 4GB GDDR5,"SKU: 810078050056, Vendor: VISIONTEK",0
AVerMedia DVD EZMaker 7 Signal Converter,"SKU: MTVDVDEZ7-C039, Vendor: AVerMedia Technologies, Inc",0
Asus ROG NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105175860, Vendor: ASUS Computer International",1
"StarTech.com HDMI to USB C Video Capture Device UVC 1080p 60fps, External USB 3.0 HDMI Audio/Video Capture/Live Streaming/Recorder, TAA","SKU: UVCHDCAP, Vendor: StarTech.com",0
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142346853, Vendor: MSI",1
Asus NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553991223, Vendor: ASUS Computer International",1
Matrox QuadHead2Go Q155 Multi-Monitor Controller Appliance,"SKU: 790750260082, Vendor: Matrox",0
NVIDIA NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Full-height,"SKU: 812674025469, Vendor: NVIDIA Corporation",1
Gefen VGA to DVI Scaler / Converter,"SKU: 888814071825, Vendor: Gefen, Inc",0
RTX 3050 Ventus 2X XS 8G OC,"SKU: 824142319192, Vendor: MSI",1
"Plugable HDMI Capture Card USB 3.0 and USB-C, Record, Stream and Go Live with DSLR, 1080P 60FPS, HDMI Passthrough for Monitor","SKU: 819927011828, Vendor: Plugable Technologies",0
MSI RTX 5070 TI 16G INSPIRE 3X OC,"SKU: 824142408469, Vendor: MSI",1
Asus ROG NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 197105246447, Vendor: ASUS Computer International",1
TUF NVIDIA GeForce RTX 5080 Graphic Card - 16 GB GDDR7,"SKU: TUF-RTX5080-O16G-GAMING, Vendor: ASUS Computer International",1
AMX NMX-WP-N3510 MULTI-CHANNEL,"SKU: 718878025796, Vendor: HARMAN PRO",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105003989, Vendor: ASUS Computer International",0
PNY NVIDIA Quadro RTX 4500 Graphic Card - 24 GB GDDR6,"SKU: 751492779317, Vendor: PNY Technologies",1
Cisco NVIDIA L40 Graphic Card - 48 GB - Full-height,"SKU: UCSX-GPU-L40, Vendor: Cisco Systems, Inc",1
Asus NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 195553987509, Vendor: ASUS Computer International",1
ASUS TUF GAMING GEFORCE RTX,"SKU: 0197105878075, Vendor: ASUS - VGA NVIDIA",0
Asus ROG NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105175877, Vendor: ASUS Computer International",1
Kramer Video to Computer Graphics ProScale Digital Scaler (up to WUXGA),"SKU: 70-70409090, Vendor: Kramer Electronics LTD",0
GEFORCE GT 710 2GB,"SKU: 0824142126905, Vendor: MSI - NVIDIA",0
RTX 4060 VENTUS 2X BLACK 8G OC,"SKU: 0824142330302, Vendor: MSI - NVIDIA",1
Asus ROG NVIDIA GeForce RTX 5090 Graphic Card - 32 GB GDDR7,"SKU: ROG-ASTRAL-RTX5090-O32G-G, Vendor: ASUS Computer International",1
Zotac NVIDIA GeForce GT 730 Graphic Card - 4 GB DDR3 SDRAM,"SKU: 816264015359, Vendor: ZOTAC International",0
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 195553309899, Vendor: ASUS Computer International",1
VanCryst VC010 VGA EDID Emulator-TAA Compliant,"SKU: 818276921659, Vendor: ATEN Technology, Inc",0
Zotac NVIDIA GeForce GT 1030 Graphic Card - 2 GB GDDR5 - Low-profile,"SKU: 816264017957, Vendor: ZOTAC NVIDIA",0
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
StarTech.com Composite and S-Video to VGA Video Scan Converter,"SKU: VID2VGATV2, Vendor: StarTech.com",0
Lenovo NVIDIA L40 Graphic Card - 48 GB,"SKU: 889488666744, Vendor: Lenovo Group Limited",1
HP NVIDIA RTX 4000 SFF Ada Graphic Card - 20 GB,"SKU: 197192737835, Vendor: HP Inc.",1
NV A4000 GRAPHICS CARD,"SKU: 0195892023654, Vendor: LENOVO OPTIONS",1
Black Box DVI-D to VGA Converter,"SKU: 822088064589, Vendor: Black Box Corporation",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 0197105228733, Vendor: ASUS Computer International",1
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",0
NVIDIA RTX A4000E 16GB 4DP GFX,"SKU: 196548978052, Vendor: HP Commercial Specialty",1
MSI AMD Radeon RX 6600 XT Graphic Card - 8 GB GDDR6,"SKU: 824142261408, Vendor: MSI",0
HPE NVIDIA A2 Graphic Card - 16 GB GDDR6 - Low-profile,"SKU: 190017587318, Vendor: HPE BTO SERVER OPTIONS",1
ASUS TUF GAMING RADEON RX 9070,"SKU: 197105860803, Vendor: ASUS - VGA NVIDIA",0
Lenovo NVIDIA T1000 Graphic Card - 4 GB GDDR6,"SKU: 195892023630, Vendor: Lenovo Group Limited",0
AMD RDNP W6600 8GB GDDR6 4DP,"SKU: 195697639050, Vendor: HP INC. - NSB OPTIONS",0
Bytecc Signal Converter,"SKU: HM102, Vendor: Bytecc, Inc",0
Kramer 18G 4K Presentation Switcher/Scaler with HDBaseT & HDMI Simultaneous Outputs,"SKU: 87-00002090, Vendor: Kramer Electronics LTD",0
HP NVIDIA RTX 4000 SFF Ada Graphic Card - 20 GB,"SKU: 197192737835, Vendor: HP Inc.",1
HP NVIDIA RTX A1000 Graphic Card - 8 GB GDDR6,"SKU: AV8J4AA, Vendor: HP Inc.",1
SmartAVI HDMI to Component/VGA and Stereo Audio Converter,"SKU: V2V-H2V-01S, Vendor: Smart Audio Video Innovation",0
Asus ROG AMD Radeon RX 6700 XT Graphic Card - 12 GB GDDR6,"SKU: 195553119214, Vendor: ASUS Computer International",0
Matrox QuadHead2Go Q155 Multi-Monitor Controller Appliance,"SKU: 790750260082, Vendor: Matrox",0
PNY NVIDIA A800 Graphic Card - 40 GB HBM2 - Low-profile,"SKU: 0751492779430, Vendor: PNY Technologies",1
MSI RTX 5070 12G SHADOW 2X OC,"SKU: 824142405772, Vendor: MSI",1
AMD Radeon Pro W7600 Graphic Card - 8 GB GDDR6 - Full-height,"SKU: 727419314855, Vendor: Advanced Micro Devices, Inc",0
ASRock Intel Arc A310 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 4710483943867, Vendor: ASRock, Inc",0
StarTech.com Composite and S-Video to VGA Video Scan Converter,"SKU: VID2VGATV2, Vendor: StarTech.com",0
PROARTRTX40608G,"SKU: 197105299436, Vendor: ASUS",1
Lenovo AMD Instinct MI210 Graphic Card - 64 GB HBM2e - Full-height,"SKU: 889488632091, Vendor: Lenovo Group Limited",0
AVerMedia Live Gamer Portable 2 Plus Capture Card,"SKU: GC513, Vendor: AVerMedia Technologies, Inc",0
TUF GAMING GEFORCE GTX 1650,"SKU: 192876556696, Vendor: ASUS - VGA NVIDIA",0
Kramer Computer Graphics Video & HDTV Scan Converter,"SKU: 70-702090, Vendor: Kramer Electronics LTD",0
PHOENIX GEFORCE RTX 3050 EVO,"SKU: 0195553815468, Vendor: ASUS - VGA NVIDIA",1
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6 - Low-profile,"SKU: 889523039281, Vendor: GIGABYTE Technology, Inc",0
AMD Radeon Pro W5700 Graphic Card - 8 GB GDDR6 - Full-height,"SKU: 100-506085, Vendor: Advanced Micro Devices, Inc",0
PNY NVIDIA RTX 2000 Ada Graphic Card - 16 GB GDDR6,"SKU: 751492789774, Vendor: PNY Technologies",1
Asus ROG NVIDIA GeForce RTX 3080 Graphic Card - 10 GB GDDR6X,"SKU: 195553321761, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105207264, Vendor: ASUS Computer International",1
TUF-RTX5070-O12G-GAMING,"SKU: 197105870352, Vendor: ASUS",1
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383698, Vendor: MSI",1
Lenovo NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6,"SKU: 195892052937, Vendor: Lenovo Group Limited",1
Lenovo NVIDIA L40 Graphic Card - 48 GB,"SKU: 889488666744, Vendor: Lenovo Group Limited",1
TUF AMD Radeon RX 6500 XT Graphic Card - 4 GB GDDR6,"SKU: 195553637664, Vendor: ASUS Computer International",0
DUAL RTX4060 O8G V2,"SKU: 197105392212, Vendor: ASUS",1
4XEM's USB-C to HDMI Video Capture Card,"SKU: 841567002225, Vendor: 4XEM Corporation",0
TUF-RTX5070-O12G-GAMING,"SKU: 197105870352, Vendor: ASUS",1
PHOENIX GEFORCE RTX 3050 EVO,"SKU: 0195553815468, Vendor: ASUS - VGA NVIDIA",1
Black Box HDMI EDID Ghost,"SKU: VG-HDMI, Vendor: Black Box Corporation",0
Cisco NVIDIA Tesla V100 Graphic Card - 32 GB,"SKU: UCSC-GPU-V100-32=, Vendor: Cisco Systems, Inc",0
VisionTek Radeon 7800M Digital Signage GPU,"SKU: 0784090034717, Vendor: VisionTek Products, LLC",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142311769, Vendor: MSI",1
SMART BUY INTEL ARC PRO A40 6GB,"SKU: 196548803316, Vendor: HP INC. - SB WORKSTATION OPTIONS",0
